job_title,company,salary,address,experience,due_date,jd
Python,VC Corp,15 - 22 triệu,Hà Nội,2 năm,31/08/2023,"Thiết kế và phát triển backend có độ tin cậy, chịu tải cao cho hệ thống Dashboard của Public Cloud. Tham gia vào maintain, refactor, tối ưu hiệu năng các dịch vụ cũ. Tham gia vào review code. Xử lý các issue về security, performance cho các backend để đảm bảo hệ thống chạy ổn định."
Lập Trinh .Net - Dự Án Chính Quyền Số,Công ty TNHH Hệ thống Thông Tin FPT,Thoả thuận,Hà Nội,1 năm,30/09/2023,"Tham gia vào nhóm phát triển các sản phẩm phần mềm chính phủ. Tìm hiểu các công nghệ mới liên quan đến sản phẩm: SOA, Microservices, Big Data, các giải pháp chính phủ điện tử 4.0 và đô thị thông minh… Xây dựng và chỉnh sửa các module, tính năng theo yêu cầu. Nghiên cứu công nghệ mới, áp dụng cải tiến business framework. Tham gia toàn bộ quy trình phát triển phần mềm. Thực hiện báo cáo và các yêu cầu khác của Quản trị dự án. Công việc sẽ trao đổi chi tiết thêm trong quá trình phỏng vấn."
UI/UX Designer,Công ty An ninh mạng Viettel- Chi nhánh Tập đoàn Công nghiệp- Viễn thông quân đội,Thoả thuận,Hà Nội,3 năm,30/09/2023,"Nghiên cứu xu hướng thị trường, khảo sát khách hàng để nắm bắt được nhu cầu, hành vi của người dùng trên môi trường web/app Tham gia làm việc trực tiếp vào quá trình phát triển sản phẩm, thiết kế UI/UX cho App, Website và các sản phẩm khác theo tiêu chí thân thiện với người dùng Trao đổi ý tưởng, xây dựng quy trình thiết kế nhằm đảm bảo tính thẩm mỹ và logic thông qua sitemaps, wireframes, flowcharts, prototypes…"
Lập Trình Viên,CÔNG TY CỔ PHẦN ỨNG DỤNG CÔNG NGHỆ VIỄN THÔNG MASCOM,35 - 60 triệu,Hà Nội,1 năm,31/08/2023,"- Xây dựng các giải pháp ứng dụng công nghệ Big Data vào hoạt động công ty trong lĩnh vực công nghệ: Định danh khách hàng (eKYC), nhận diện tài liệu OCR, mô hình đánh giá rủi ro tín dụng (Credit Scoring)……, công việc cụ thể:- Thiết kế triển khai giải pháp dữ liệu lớn dựa trên nền tảng Cloudera và Hortonworks phục vụ tổ chức và thu nhập dữ liệu phục vụ xử lý các bài toán trên nền tảng Bigdata.- Xây dựng các công cụ trích xuất dữ liệu từ nhà mạng, dữ liệu thay thế thực hiện đánh giá và lựa chọn các thuộc tính nhằm xây dựng mô hình chấm điểm tín dụng (Credit Score).- Nghiên cứu và ứng dụng các bài toán về Thị giác máy tính (Computer Vison). Cụ thể nhận diện đối tượng và trích xuất dữ liệu để triển khai giải pháp OCR chuyển đổi dữ liệu sang dạng số."
Digital Marketing,Công Ty Cổ Phần Công Nghệ Phần Mềm EXSOFT,10 - 15 triệu,Hà Nội,1 năm,07/09/2023,"Lên ý tưởng, nội dung và triển khai các chiến dịch tiếp thị trên 3 nền tảng chính Facebook, google và tiktok hiệu quả theo các tiêu chí: Đảm bảo số lượng và chất lượng Data, đảm bảo tỉ lệ chuyển đổi trên từng điểm chạm, đảm bảo đúng hạn mức ngân sách (ưu tiên ứng viên có kinh nghiệm Facebook ads - chạy chuyển đổi) Tối ưu nội dung Landing page và website bán hàng để tăng tỷ lệ chuyển đổi Xác định rõ và thấu hiểu khách hàng mục tiêu, nắm rõ chân dung, nhu cầu và các kênh tiếp cận khách hàng mục tiêu hiệu quả Sử dụng các hệ thống kỹ thuật CRM của công ty phục vụ công việc đo lường, nghiên cứu và tối ưu hóa hiệu quả công việc Báo cáo công việc cho Trưởng bộ phận"
Trưởng Phòng Phần Mềm,Be Smart,Thoả thuận,Hà Nội,1 năm,03/09/2023,"• Định hướng, lựa chọn công nghệ cho công ty.• Đào tạo, quản lý và phát triển đội ngũ nhân sự phát triển phần mềm của công ty (nhân sự làm onsite, nhân sự làm dự án trọn gói, nhân sự nghiên cứu và phát triển sản phẩm của công ty).• Tìm kiếm, đánh giá năng lực, xúc tiến hơp tác với đối tác (bao gồm đối tác cung cấp dịch vụ thứ ba như máy chủ, cloud, đối tác hợp tác làm dự án trọn gói, đối tác hợp tác cung cấp nhân sự thuê ngoài, đối tác đào tạo chuyên môn…).• Xây dựng, đảm bảo hạ tầng, môi trường phát triển phần mềm cho công ty. Quản lý, vận hành hệ thống máy chủ của công ty (thực hiện công việc lưu trữ, backup toàn bộ dữ liệu, đảm bảo an toàn chống mất dữ liệu và bảo mật thông tin).• Quản lý dự án phần mềm, trực tiếp phát triển và quản lý chất lượng phần mềm.• Thực hiện các nhiệm vụ khác do Giám đốc giao."
Trưởng Nhóm Tích Hợp Hệ Thống (Security),Công Ty Cổ Phần 3H INC Việt Nam,Thoả thuận,Hà Nội,2 năm,30/09/2023,"Thiết kế và triển khai hệ thống bảo mật, hệ thống ảo hóa, đặc biệt hệ thống mạng của Ngân hàng, Tổ chức tài chính, Tập đoàn. Xây dựng các chính sách, quy trình, quy định về an toàn thông tin; Cấu hình, quản lý, vận hành, hỗ trợ hệ thống, dịch vụ an ninh bảo mật, giám sát và xử lý các sự cố về an ninh bảo mật; Hỗ trợ các vấn đề liên quan đến triển khai dự án (tư vấn khách hàng về việc lựa chọn sản phẩm, giải pháp, …); Chăm sóc khách hàng sau triển khai dự án; Nguyên cứu các công nghệ, kỹ thuật, ứng dụng phục vụ đảm bảo an toàn bảo mật cho hệ thống; Kiểm tra, đánh giá các lỗ hổng bảo mật cho các ứng dụng, hệ thống; Tham gia lập và lưu trữ các hồ sơ liên quan đến quá trình triển khai."
Lập Trình Web,Công ty Cổ phần Công nghệ Việt Nam,10 - 15 triệu,Hà Nội,Dưới 1 năm,08/09/2023,"- Phát triển và duy trì hệ thống website. - Hỗ trợ khách hàng. - Làm việc nhóm, đảm bảo deadline của dự án."
Machine Learning Engineer,Nexcel Solutions,Thoả thuận,Hồ Chí Minh,1 năm,30/09/2023,"Research new technologies/algorithms in Machine Learning field. Involve in the development of applications based mainly on Python & Microsoft .NET ecosystem. Provide solution, technical & analytical support to requirements. Do planning for developing tasks, progress reports to project managers, adhere to delivery schedules. Be responsible for the security, performance, reliability, stability and high-availability of the systems. Other duties and responsibilities will be assigned by direct leader or Management conditionally."
Fullstack Developer,Công ty TNHH Mumesoft Innovation,Thoả thuận,Hà Nội,2 năm,08/09/2023,"• Tham gia phát triển website và các tính năng theo yêu cầu của khách hàng Nhật, Âu, Mỹ.• Hợp tác và trao đổi công việc với Team Member, Team Leader.• Tham gia phát triển các công đoạn phân tích yêu cầu, Detail Design, Coding, viết tài liệu API, Unit Test.• Có thể đảm nhận các công đoạn coding backend, frontend."
Thực Tập Sinh,Công ty Cổ Phần Mũ Xanh,Thoả thuận,Hồ Chí Minh,Không yêu cầu kinh nghiệm,31/08/2023,"- Set up máy tính, hệ thống mạng...cho hệ thống của công ty - Xử lý sự cố máy tính về phần cứng. - Tham gia vào đội triển khai dự án cho khách hàng, đối tác của Công ty - Hỗ trợ các công việc kỹ thuật chung của phòng kỹ thuật - Thực hiện một số công việc theo sự phân công của Trưởng phòng kỹ thuật"
Chuyên Viên Giám Sát An Toàn Thông Tin,VNDIRECT,Thoả thuận,Hà Nội,2 năm,01/09/2023,"- Triển khai, xây dựng và tối ưu các giải pháp giám sát ATTT, đảm bảo các sự kiện ATTT được ghi nhận đầy đủ, toàn vẹn. - Xây dựng các case giám sát và thực hiện giám sát các sự kiện ATTT toàn hệ thống. - Ghi nhận, phân tích các sự kiện ATTT bất thường, cảnh báo tới các bộ phân liên quan để xử lý kịp thời các sự kiệnnày. - Thực hiện điều tra số, xác định phương thức tấn công, dấu hiệu nhận biết của sự cố ATTT. - Xây dựng quy trình, quy định và các kịch bản phản ứng sự cố ATTT đảm bảo các sự cố ATTT được xử lý nhanhchóng, giảm thiểu tối đa ảnh hưởng. - Tham gia phản ứng sự cố ANTT theo phân công. - Thực hiện các nhiệm vụ khác theo phân công của cấp quản lý."
Devops Engineer,CÔNG TY TNHH HYBRID TECHNOLOGIES VIỆT NAM,"Tới 2,000 USD",Đà Nẵng,2 năm,13/09/2023,"Thiết kế kiến trúc, xây dựng và vận hành hệ thống hạ tầng trên môi trường Cloud (AWS, GCP, Azure …) đảm bảo các ứng dụng chạy có khả năng mở rộng, chịu lỗi và bảo mật cao. Tìm hiểu phát triển các công cụ hỗ trợ tự động trong quá trình làm việc Nâng cấp, tối ưu hóa cấu hình các server có sẵn Làm việc với các dự án của công ty và khách hàng thị trường Nhật Phối hợp làm việc chặt chẽ với trưởng nhóm và các lập trình viên của các nhóm khác nhau để đánh giá các vấn đề, đưa ra hướng giải quyết và xử lý phù hợp."
Project Manager,FPT Software,Thoả thuận,Hồ Chí Minh,5 năm,30/09/2023,"We are looking for Project Manager who are strongly desired to develop the career path in the Professional Project Management. The Project Manager will be responsible for organizing the Software Development team and managing the development process of the software projects. We offer the projects in IoT, Embedded and R&D-related. We offer the various scale of projects including small with 5 members to big with 50++ members. Responsibilities/ Daily tasks you will take care:• To manage software development project including but not limited to estimation, planning, scope management, resource management, risk management, quality management• To co-ordinate with the project stackholders to drive the projects to success and to comply with the CMMi/ISO standards• To organize a united team where all team members can communicate & contribute on assigned activities• To produce activity reports for all operations of the team (daily, monthly, weekly & ad-hoc)"
Angular,Công ty Cổ phần Phần mềm Compedia,Tới 1.5 triệu,Hà Nội,Không yêu cầu kinh nghiệm,16/09/2023,"- Phát triển website chuyển đổi từ wireframes, PSD, AI design.- Tham gia vào dự án phát triển về Frontend cho các ứng dụng nền Web.- Thực hiện các công việc theo sự phân công của Quản lý trực tiếp.- Làm quen với việc đảm bảo tiến độ, chất lượng công việc và báo cáo thường xuyên tới quản lý."
